docid	allwords	stanfordwords
nyp.33433075743066	55711	2542
nyp.33433075743074	56077	2254
uc1.b3312072	135209	8446
uc1.b3326182	34847	1432
uc1.b3326183	32385	975
njp.32101017879931	152712	11281
uc2.ark+=13960=t7vm4gd68	103152	6701
mdp.39015039606887	89923	4713
yale.39002043864520	177543	9263
mdp.39015014117918	62668	2053
mdp.39015014117900	77879	2813
mdp.39015065941539	100360	5952
uc1.b3326150	138808	10524
uc1.$b250156	41287	1177
uiuo.ark+=13960=t5v702d0j	51827	1601
uiuo.ark+=13960=t3nw03758	49659	1414
mdp.39015014117660	53131	1481
nyp.33433074910369	97002	5063
nyp.33433074910377	94628	4550
uc1.b3581573	93677	4478
uc2.ark+=13960=t9x06b06z	178587	11558
nyp.33433074910120	90470	4821
njp.32101068581030	36619	793
uc1.b4104109	156276	5848
nyp.33433074943733	79879	2583
nyp.33433074943741	82745	2639
mdp.39015004317106	101537	6278
nyp.33433075742894	81880	3207
uiuo.ark+=13960=t44q87r9h	74363	2278
uiuo.ark+=13960=t6g16bg6q	71975	2045
uiuo.ark+=13960=t2f76q341	76266	2180
uiuo.ark+=13960=t20c59g5f	76323	2111
uiuo.ark+=13960=t45q58q09	79565	1800
uc1.b3123708	69898	2432
uc1.b3123709	63377	2100
uc1.b3123710	66395	2340
uc1.b3123711	67263	2405
nyp.33433075744403	81466	2560
njp.32101038161665	66987	2190
njp.32101038161673	75622	2412
nyp.33433044180994	71409	2326
nyp.33433081596904	75148	2891
nyp.33433075769871	53178	1598
nyp.33433075769897	54294	1605
loc.ark+=13960=t3320jb29	116630	4057
uc2.ark+=13960=t1bk18v4v	57907	3493
uc1.$b685839	20506	778
nyp.33433075884696	33196	1412
uc1.b3135311	35433	1452
uc1.b3135312	35684	1431
uc1.b3135313	33531	1578
uc1.b3135314	33243	1449
uiuo.ark+=13960=t5w67451b	53777	1622
uiuo.ark+=13960=t3bz6v35r	54866	1959
uiuo.ark+=13960=t3417mv2g	58578	2329
uc2.ark+=13960=t3jw8kv38	101822	5835
njp.32101066755040	66263	1984
njp.32101066755057	60891	1489
njp.32101066755065	62711	1871
njp.32101066755073	64120	1792
dul1.ark+=13960=t8df7h88h	53013	2246
uc1.$b250204	43648	1679
mdp.39015056033494	26907	745
mdp.39015056033486	30853	1072
mdp.39015056033478	27978	889
uiuo.ark+=13960=t83j3r55b	55352	1442
uc1.b3322005	49107	1287
uiuo.ark+=13960=t25b0k68x	108926	2808
uiuo.ark+=13960=t4gm8nx89	112615	3041
uc1.b3322633	110463	2981
uiuo.ark+=13960=t8ff47j1k	115640	3105
uiuo.ark+=13960=t49p39n8t	29356	710
uiuo.ark+=13960=t2b85hw0z	31883	832
uiuo.ark+=13960=t39z9dr9n	35987	669
uc1.$b287467	50268	1485
uiuo.ark+=13960=t12n5rc7j	47527	1439
uiuo.ark+=13960=t3029gc9s	47827	1505
inu.30000118294887	47926	2403
nyp.33433075729636	64005	1817
nyp.33433075729644	61734	1711
dul1.ark+=13960=t46q2t31h	59607	2192
uc2.ark+=13960=t09w0d07w	28637	724
nyp.33433074868534	14124	380
nyp.33433074868542	13569	314
uc1.b4104601	41413	1043
uc1.b4104602	46858	1361
uc1.b4104603	46624	1029
nyp.33433006539153	106560	5850
njp.32101069166229	44398	1721
uc1.b3322551	49875	2305
nyp.33433074868781	86123	3601
wu.89099755118	87546	3770
mdp.39015063976412	111323	6383
nyp.33433075744494	63227	2276
hvd.hn1wah	70617	2254
hvd.hn1wag	72439	2593
uc2.ark+=13960=t92808188	367682	14640
uiuo.ark+=13960=t1bk1fq06	70781	4078
nnc1.0023361212	82395	3211
nnc1.0023361182	95267	3708
uc2.ark+=13960=t5gb23h15	66490	2475
uiuo.ark+=13960=t5s760q0d	64226	2264
uiuo.ark+=13960=t86h56406	66221	2503
njp.32101067173714	183944	7042
uc1.b3331970	58283	2023
uc1.b3331971	59264	1895
hvd.hwdf1s	55642	2244
nyp.33433075742746	85856	3285
nyp.33433075742753	86783	3040
njp.32101068971348	56693	1400
njp.32101068971330	58317	1539
njp.32101068971322	46110	1412
mdp.39015029497743	56119	2444
nyp.33433068176613	80502	2358
wu.89101370583	64371	2632
wu.89101370567	66293	2438
wu.89101370542	70620	2242
hvd.hwp4qg	82670	2294
hvd.hwp4r7	94849	2768
hvd.hwp4r8	89156	2272
uc1.b3324304	61396	2966
uc1.b3324305	57712	3045
uc1.b3324306	75396	3809
hvd.hn2rru	85940	3271
hvd.hn2rsf	96730	3606
njp.32101068971140	64681	1726
njp.32101068971132	59895	1602
nyp.33433082531934	64864	3301
nyp.33433082531942	65674	3276
hvd.hwpx97	119556	3439
uc1.b3554642	138227	3629
nyp.33433076087901	67093	3019
nyp.33433076087919	69469	3489
nyp.33433075743751	89708	3320
uc1.$b440997	68383	1827
hvd.hwjtbc	83106	3867
hvd.hwjtfi	95685	4761
uc1.$b250374	60092	2239
nyp.33433075750822	65522	2328
nyp.33433075750830	61505	1757
mdp.39015012355734	61865	2150
uiuo.ark+=13960=t74t77c6m	62546	2258
uiuo.ark+=13960=t08w41v7r	48710	1602
nyp.33433075742951	182950	6925
nyp.33433074862727	47186	2552
nyp.33433074862735	44888	2216
njp.32101017961010	170074	7824
nyp.33433074915038	91506	3857
nyp.33433074915020	90909	3842
nyp.33433082532171	93347	5060
uiuo.ark+=13960=t6d22hw5w	67106	2923
uiuo.ark+=13960=t9w09p03g	65662	2700
uiuo.ark+=13960=t15m6t80m	63201	2239
hvd.hxk4kn	96528	3209
hvd.hxk4kp	117187	3936
hvd.32044014453831	75900	4225
uc1.b3327591	69945	2826
uc1.b3327592	77715	3154
mdp.39015063967320	51976	1821
mdp.39015063967486	48186	1731
mdp.39015063967478	43927	1232
uiuo.ark+=13960=t89g67z7q	45341	1113
uiuo.ark+=13960=t2b85vp2c	42419	931
uiuo.ark+=13960=t4bp0pc22	44464	928
nyp.33433075743223	82040	2941
nyp.33433075743231	84764	3077
njp.32101076123569	238777	9712
uc1.b3578410	59679	1932
mdp.39015063994472	58084	1927
mdp.39015063994498	53492	1709
nyp.33433074868179	90153	4266
nyp.33433074868161	102746	5133
mdp.39015065596887	84802	2853
nyp.33433075743645	89128	2914
uc1.b3325302	102758	4702
uc2.ark+=13960=t1kh0fr36	109773	6137
nyp.33433082294012	17547	543
nyp.33433082294020	6905	202
mdp.39015063994050	69670	2599
mdp.39015028095787	127822	6434
nyp.33433082179718	76500	3211
nyp.33433075764153	87745	2407
nyp.33433075764146	92045	2310
nyp.33433075764138	96186	2515
uc1.b3322078	81208	3186
mdp.39015063870110	83803	3010
uc1.b3322080	80339	2716
uiuo.ark+=13960=t2m623v1p	50801	1571
uc2.ark+=13960=t5j962x5v	313799	17718
nyp.33433074931563	75804	4782
uc1.b3321260	55504	1950
uc1.b3321261	55705	2281
uc1.b3321262	53796	2215
hvd.hwkysf	70283	2692
uva.x030377639	103182	4306
hvd.32044024457657	118808	4421
uva.x030377640	87316	3665
uiuo.ark+=13960=t0dv26h1k	98183	4693
uiuo.ark+=13960=t5q81zx6d	104179	5181
hvd.32044097075600	67303	3295
uva.x001189997	674583	16377
nyp.33433074954193	333843	17459
hvd.hnkz9j	220726	9533
uc1.b3124537	56092	2371
uc1.b3124538	56973	2257
njp.32101067647725	59122	2778
nyp.33433074937776	97067	3465
nyp.33433074937768	87466	3229
uiuo.ark+=13960=t5r78v69t	66292	2705
nyp.33433082294624	78509	3650
nyp.33433082294616	102482	4379
uc2.ark+=13960=t07w6gd3t	91909	3965
uiuo.ark+=13960=t73v05226	91871	3700
uiuo.ark+=13960=t8kd2gf8n	96780	3536
uva.x004490638	89527	3306
uva.x004490639	94445	3482
uc1.b4105399	52559	2132
nyp.33433074938808	55084	1890
nyp.33433074938816	51916	1664
nyp.33433074938824	50042	1594
nyp.33433074855192	54138	2539
nyp.33433074855184	60596	2475
mdp.39015050917809	58315	2395
mdp.39015063958089	55585	1751
mdp.39015063958071	52800	1380
mdp.39015063958063	55603	1728
njp.32101064790106	104242	5984
uiuo.ark+=13960=t88g94n3b	51132	1981
uiuo.ark+=13960=t1vd7br13	47462	1953
uiuo.ark+=13960=t08w3xn6z	49780	1961
mdp.39015067230295	387651	14575
uc2.ark+=13960=t7kp80w0k	69949	2533
uc2.ark+=13960=t0dv1jb0m	67774	2249
mdp.39015031644431	72973	2054
nyp.33433074922935	68396	2590
nyp.33433067303747	88910	4331
hvd.hwjsf5	145736	4046
mdp.39015063927399	97129	7074
uc1.b3123836	58212	1898
uc1.b3123837	62345	1833
uc1.b3123838	60849	1729
hvd.32044011032828	63716	2197
nyp.33433074870167	56880	2917
nyp.33433074870175	58783	3149
nyp.33433074870183	58100	2647
uc2.ark+=13960=t6445pn55	57642	2368
uc1.b4105091	55057	2250
uc2.ark+=13960=t2c829d5s	60354	2469
uc2.ark+=13960=t3bz6637v	56266	2117
uc2.ark+=13960=t7hq3z27m	59037	2628
uc2.ark+=13960=t39024b28	61076	2750
nyp.33433074868807	91793	4930
nyp.33433074868815	90088	4790
uc1.b3324542	194325	8690
nyp.33433074954169	165203	10608
nyp.33433074969209	200747	11005
mdp.39015030744026	31677	1403
uc1.$b250184	56357	3382
uc1.$b250185	48654	2813
uc1.$b250186	53962	2969
uc1.$b250172	51498	2444
uc1.$b250173	49586	2115
uc1.$b250174	56180	2296
nyp.33433074915699	59261	2239
pst.000049357905	72751	3267
mdp.39015036640459	92771	4057
nyp.33433074869128	92845	3719
nyp.33433074790829	48953	1899
nyp.33433074790837	61418	2133
inu.32000006992582	108392	8002
uiuo.ark+=13960=t4cn7r577	123591	8235
uiuo.ark+=13960=t87h2044t	50324	2244
uiuo.ark+=13960=t09w0tz8w	55981	2063
uiuo.ark+=13960=t96694r3k	80462	5687
uiuo.ark+=13960=t6446cc2s	82415	4354
hvd.hnp7n1	91977	4393
hvd.hwecmr	109300	4585
dul1.ark+=13960=t0tq6s74b	78772	3197
nyp.33433074913728	76700	1798
nyp.33433074913710	71827	1923
njp.32101068596525	151331	5915
hvd.32044005619440	156966	6534
uc1.$b282027	41951	1750
mdp.39015063939972	26559	1044
nyp.33433075988240	43858	1630
uiuo.ark+=13960=t7pn90f92	67630	2730
uc1.b3322523	53389	1941
uiuo.ark+=13960=t83j3v78x	64447	2736
uc1.b3311907	336512	17191
nyp.33433074954730	183269	10903
nyp.33433074911029	89172	3377
nyp.33433074911037	82794	3786
nyp.33433074911045	88935	4046
uc1.$b29351	601150	22420
mdp.39015012318690	50599	1937
nyp.33433074944780	174290	7576
mdp.39015063869922	97464	5622
inu.39000005965517	50388	3099
uc2.ark+=13960=t3xs5t78r	110130	4442
nyp.33433076096480	104585	5170
nyp.33433076096472	95880	4406
mdp.39015063525888	185154	10631
uc1.b4105174	153127	6815
uc1.b3324274	171631	9354
uc1.b3324275	170587	9399
uc2.ark+=13960=t1vd6qb69	350519	19302
nyp.33433082529433	34868	2773
njp.32101068163136	170163	5901
mdp.39015030996808	52716	5129
loc.ark+=13960=t77s80r8k	127513	6235
nyp.33433082469630	84975	6084
mdp.39015018060106	41104	1736
njp.32101067628386	163516	9067
mdp.39015005753408	67952	2064
uc2.ark+=13960=t1gh9cz03	56660	2933
uc2.ark+=13960=t7dr2rb49	68747	3377
uc2.ark+=13960=t56d5r925	71435	3152
pst.000006682088	76063	3718
pst.000006682156	77240	3186
uc2.ark+=13960=t0ft8dq8c	75271	3883
uc1.b4103232	263472	15715
njp.32101068170990	62248	2641
uc1.$b250187	48539	2621
uc1.$b250188	48915	2617
uc1.$b250189	53127	2809
nyp.33433074954136	149276	7853
uc1.$b248119	94162	3823
nyp.33433074954482	92515	6071
uc2.ark+=13960=t88g8gt8r	89343	5322
njp.32101067628402	33834	1501
uc2.ark+=13960=t0xp77717	155424	7629
uc2.ark+=13960=t6xw48g2v	49118	2159
ucm.532420096x	115221	5437
ucm.5324200979	157485	7372
uc1.b4354024	47355	1913
uc1.b3865940	123871	7897
uc2.ark+=13960=t8df6pw88	106400	3733
uiuo.ark+=13960=t8z89jk5h	55896	1946
uiuo.ark+=13960=t33207z8j	57071	2210
uiuo.ark+=13960=t0sq96369	57686	2327
wu.89100339175	152105	7267
uc2.ark+=13960=t4zg6k62c	356356	13532
njp.32101063693335	81003	3249
hvd.32044090341959	267806	15351
hvd.hwkz9q	149071	8817
uiuo.ark+=13960=t0000tq23	65595	2694
uiuo.ark+=13960=t58d0m05n	64011	2448
uiuo.ark+=13960=t03x8z50w	75245	2915
uva.x001866337	99452	4990
uva.x002540309	100687	4901
uc2.ark+=13960=t6057dr14	90725	2855
nyp.33433074942636	85970	3357
nyp.33433074942628	95081	4064
nyp.33433076096514	182599	6610
hvd.hn5dps	35701	3239
hvd.32044088980388	14453	613
coo.31924091302178	163207	10139
nyp.33433075739502	157297	6949
uiuo.ark+=13960=t4pk1064z	81066	3571
uiuo.ark+=13960=t8bg38q94	74482	3024
uiuo.ark+=13960=t4th93s6c	86354	3224
uc1.b3578753	137708	6566
uc1.b4104556	29141	1076
uc1.b4104877	95843	2735
uiuo.ark+=13960=t9668zj9b	69101	2668
uiuo.ark+=13960=t9d514z1s	62360	2771
ucm.5324200923	107004	5144
ucm.5324200950	104753	5181
uc2.ark+=13960=t4nk3bv1m	52822	2369
uc2.ark+=13960=t1pg1p49w	68741	1970
nyp.33433076024375	33291	1692
nyp.33433074945928	220615	5566
uva.x000476505	32567	1380
uc2.ark:/13960/t6vx0dw5j	160963	7714
coo.31924111832816	207593	10785
miun.aje0618.0001.001	142765	6326
wu.89046693198	72277	3335
nyp.33433074945951	146694	5412
nyp.33433074945969	98128	3642
uc1.b3321852	53507	1866
hvd.hxq4vz	160330	5944
mdp.39015046500552	121760	3860
njp.32101067633691	168533	7706
uiuo.ark+=13960=t7sn0pt0f	75972	3243
mdp.39015062286052	72693	3705
mdp.39015062286060	77246	3558
nyp.33433075822365	236547	9937
uc2.ark+=13960=t0zp3z764	226294	13233
uc1.32106011156889	180358	7041
nyp.33433074870928	271550	11636
uiuo.ark+=13960=t3tt5bm1x	94656	5413
uiuo.ark+=13960=t9t15qw1s	94534	5479
uiuo.ark+=13960=t19k51v83	92931	5078
uiuo.ark+=13960=t2c830k3q	84997	4975
uc2.ark+=13960=t6445tk4f	302094	13245
wu.89100336106	255198	16489
uc2.ark+=13960=t42r3tw8p	365699	16487
mdp.39015039284099	100128	5918
mdp.39015039284107	91081	4858
coo.31924026383129	84220	4010
nyp.33433074954144	180356	11022
nyp.33433074937834	118604	5421
nyp.33433082229604	107245	5056
nyp.33433082229612	93731	3482
nyp.33433082229877	143749	5745
nyp.33433006077402	95718	4298
nyp.33433040405536	79731	3953
njp.32101076477320	262344	18532
uc1.b3332951	46201	1943
mdp.39015010941147	182249	11665
uc1.b3363783	56116	1953
nyp.33433040405775	120773	6475
mdp.39015065658273	332917	17399
mdp.39015014667003	190441	13411
loc.ark+=13960=t41r79j0b	36565	1573
uc1.b3326179	81945	4586
uc1.b3326180	90524	4508
uc1.b3326096	85511	6477
inu.30000127830770	90803	4189
uc1.b3321353	184994	8759
uc1.b3321331	151988	7194
nyp.33433074876925	232538	14158
uc2.ark+=13960=t9474m472	121456	5044
uc2.ark+=13960=t0dv1mw2k	345581	14742
mdp.39015035490369	104432	6396
mdp.39015035490492	99261	7642
uc1.b3325663	152134	9031
mdp.39015063925757	156480	8934
uc2.ark+=13960=t6251r65c	117184	4787
nyp.33433075765283	192598	7795
uc2.ark+=13960=t0pr7sh2f	66563	2988
nyp.33433076087844	80777	3807
njp.32101019691409	75053	4051
uc2.ark+=13960=t91838z67	56395	2935
nyp.33433082508049	110879	9172
uiuo.ark+=13960=t9r21mg3b	117092	5361
uiuo.ark+=13960=t3708qw62	122833	6259
mdp.39015059378540	117583	5814
mdp.39015059378383	124929	5811
uiuo.ark+=13960=t1rf5t70b	91811	3405
uc1.b4104443	188216	8519
uc2.ark+=13960=t08w38p14	48387	3633
nyp.33433074910237	94211	4058
wu.89098877509	115975	5316
uc1.$b248546	102749	5388
uc2.ark+=13960=t9q240r8q	124950	5787
loc.ark+=13960=t1mg7qj7c	112374	5558
mdp.39015053245141	85044	3307
uva.x000427966	221003	9990
uva.x030497933	184031	9253
nyp.33433074915491	90152	3879
uc2.ark+=13960=t0vq2tj33	98806	5077
mdp.39015019962656	116439	6575
njp.32101068599248	79880	3530
njp.32101068599230	85027	3587
uiuo.ark+=13960=t51g19j0k	72789	4734
uiuo.ark+=13960=t2j682d0m	52525	3416
uiuo.ark+=13960=t9m33f81g	51506	3649
njp.32101063691529	47726	2251
njp.32101068141652	215588	10421
uc2.ark+=13960=t9t15149h	299400	14182
mdp.39015031239422	137981	5872
uc2.ark+=13960=t43r0zb7v	74248	3217
uc1.b3325615	57339	3045
uc1.b3325616	61952	2937
njp.32101058459064	365702	21801
coo.31924064990546	135247	10600
nyp.33433040405569	125928	6920
nyp.33433040405494	89237	4568
nyp.33433040405551	110853	5958
inu.30000011862442	226893	11394
uc1.b3321358	168802	5872
inu.30000114558384	360051	14979
mdp.39015078569756	89135	5513
uc2.ark+=13960=t7sn02x1t	121640	3708
uc2.ark+=13960=t57d30r6c	138099	6921
uc2.ark+=13960=t17m0k93z	71393	4965
nyp.33433074829452	65278	3570
loc.ark+=13960=t1ng51j65	107385	6509
uc2.ark+=13960=t2n58cx0n	90245	4881
nyp.33433082173323	50591	2687
nyp.33433074877105	97932	5284
loc.ark+=13960=t0xp7ht8j	64916	4331
uc1.b3324539	57977	2869
uc2.ark+=13960=t7jq0tc18	128479	5849
nyp.33433074811088	132181	7955
njp.32101073308494	41290	1800
mdp.39015063973799	113811	6297
uc1.$b809249	102289	5858
pst.000002028088	58940	3832
nyp.33433074876859	171068	10660
uiuo.ark+=13960=t6nz8vw9c	87479	5521
uiuo.ark+=13960=t8hd8j45n	86579	5046
uiuo.ark+=13960=t0jt0c18w	86443	5265
uiuo.ark+=13960=t5bc48x1g	77916	4142
njp.32101068581576	88210	5014
uiuo.ark+=13960=t0zp4bq6b	90513	4505
nc01.ark+=13960=t7np2k34k	90210	4166
wu.89063597124	78377	4759
uiuo.ark+=13960=t1cj93g2w	120689	6959
uiuo.ark+=13960=t3kw63j2h	112926	6382
uc1.b4103181	128144	6395
nyp.33433074970496	177329	6562
nyp.33433082167747	183019	10547
mdp.39015063920923	105588	5911
mdp.39015067293152	285776	19135
uva.x000366093	159510	10284
uc1.$b251166	167524	9878
nyp.33433074805650	79628	4112
uc2.ark+=13960=t8cf9nt2w	141944	10142
nyp.33433082529557	72889	3759
nc01.ark+=13960=t4jm2p10j	52627	3950
njp.32101067707289	80253	4943
njp.32101067707297	79508	5016
uc1.b3337052	80536	4405
mdp.39015061865856	65762	5066
nyp.33433084129067	218254	12592
njp.32101068169422	66246	2392
uc2.ark+=13960=t0tq5x626	66104	2471
njp.32101068169406	72991	3167
uc2.ark+=13960=t3jw8714v	98000	4327
umn.319510020452678	73680	3964
njp.32101068169349	87192	3826
njp.32101068169331	84292	3756
uc2.ark+=13960=t93776r0m	84660	3624
uva.x030735721	74514	3393
mdp.39015033496947	80922	3477
uc1.b3548781	77479	3986
inu.32000002848879	62156	3217
uc1.b4101633	61762	2872
uc1.$b285887	136492	7695
wu.89095522280	86365	3473
nyp.33433074805643	77028	4711
njp.32101065975425	90539	5317
inu.32000009643729	45168	3433
uc2.ark+=13960=t7np20c25	98583	6158
nyp.33433074840640	144002	7496
nyp.33433076088750	53941	3259
uva.x001751754	77115	4241
dul1.ark+=13960=t8bg3h154	155600	8682
inu.30000011794041	138601	6199
uc1.b4102497	138552	8372
uc1.$b248953	134256	5826
uc1.b3326049	208837	10264
uiuo.ark+=13960=t4hm5wv4j	61104	3146
uiuo.ark+=13960=t11n8rr4v	54328	2603
nc01.ark+=13960=t73v02p21	138645	8071
mdp.39015005007086	66551	3418
uiuo.ark+=13960=t63495j2c	53271	2476
mdp.39015005075125	55269	2596
mdp.39015008191382	114034	9376
uc2.ark+=13960=t7kp8796r	161068	8765
nc01.ark+=13960=t0pr85s4x	114588	7865
mdp.39015078554915	28290	2362
uc2.ark+=13960=t1zc7xs34	301350	15623
uc2.ark+=13960=t0sq9519f	61896	2831
coo.31924073024824	72746	3985
nyp.33433082284971	94571	5309
pst.000032352719	154506	6933
mdp.39015001034399	93678	4586
mdp.39015063544921	65780	3400
uc2.ark+=13960=t4cn6zs1h	73089	3688
uc2.ark+=13960=t2b853m9r	104148	3557
wu.89098867856	6821	394
uc1.b3321956	206937	8064
uc1.b3550047	149518	8964
nnc1.cu01580388	110458	6529
nyp.33433081822300	90706	4726
nyp.33433074802483	39115	2037
nyp.33433082364344	178920	8931
uc2.ark+=13960=t2j67fv70	67776	4386
uc2.ark+=13960=t74t6md7q	69654	4123
uc2.ark+=13960=t47p90h5h	73335	4523
uc2.ark+=13960=t5gb26133	183317	8004
uc2.ark+=13960=fk2f766b13	262166	12490
uiuo.ark+=13960=t93781k15	100356	6159
uiuo.ark+=13960=t13n2tk4s	97647	5949
uiuo.ark+=13960=t81k02w2m	95175	6275
njp.32101013998008	49225	3778
uc1.$b802420	130786	8669
nyp.33433082267182	81947	4985
uc1.b3581547	70845	3860
njp.32101068170768	119854	5927
umn.31951d00041630t	35973	3036
loc.ark+=13960=t8x92m55b	82300	5379
njp.32101020949853	68962	3047
mdp.39015057092606	66359	4312
mdp.39015002987488	24421	1367
uc2.ark+=13960=t3fx76b50	110073	5057
uc1.b4105109	155812	7855
uc1.b4105110	163302	8027
loc.ark+=13960=t3903061q	29811	1613
uc2.ark+=13960=t9n29rq18	147983	8629
uiuo.ark+=13960=t7sn0r644	65143	2643
uiuo.ark+=13960=t75t4650s	65654	2775
uiuo.ark+=13960=t17m0tr07	71534	3128
uc1.b4103186	64154	4133
nyp.33433074940309	195208	12606
mdp.39015073479464	101646	7380
mdp.39015027641326	140498	8007
uva.x030832718	197715	7930
uiuo.ark+=13960=t8hd8j356	45703	1895
uiuo.ark+=13960=t1fj3570z	36816	1906
uiuo.ark+=13960=t50g4c509	41073	1904
uiuo.ark+=13960=t0ks7cx66	38019	1855
mdp.39015073481353	116781	7364
nyp.33433076092703	64873	3297
uc1.b4459006	80176	4709
uc1.b4065413	87088	4285
nyp.33433076092133	228243	15261
uc1.32106005760621	117103	5309
uc1.32106005865453	125676	4869
njp.32101038115513	147946	6633
njp.32101038115505	160961	7267
uiuo.ark+=13960=t86h57b47	71294	5684
uiuo.ark+=13960=t7mp5q55f	74971	5868
uiuo.ark+=13960=t3zs3dk6v	75297	5795
nyp.33433074940861	80682	6138
uc1.b4065727	115117	5667
mdp.39015063747953	66890	4255
mdp.39015063747946	67918	4492
uiuo.ark+=13960=t41r72r7h	79040	4994
uiuo.ark+=13960=t3xs6030j	74284	4695
uc2.ark+=13960=t3xs5n89m	108737	8702
nyp.33433076084254	68071	3526
njp.32101063580516	65757	3402
mdp.39015064414876	77453	4375
mdp.39015065957246	78444	4026
uiuo.ark+=13960=t2m625t6g	79295	3910
uiuo.ark+=13960=t7np2dx7q	58797	4129
uiuo.ark+=13960=t1fj2tc07	70239	4265
uc2.ark+=13960=t6k07cr8n	68860	4522
njp.32101068152857	144341	8634
uiuo.ark+=13960=t1jh3tm86	46895	2921
uiuo.ark+=13960=t6d226f79	46065	2889
uiuo.ark+=13960=t8rb7b28t	52569	3024
mdp.39015063761202	63339	3665
mdp.39015063761210	56978	3917
mdp.39015063761228	66259	3515
njp.32101067709947	52568	2549
njp.32101067709996	55616	2791
uc2.ark+=13960=t44q7wq3n	196127	8833
njp.32101019095916	121408	9235
uc2.ark+=13960=t0zp3zc9c	56120	2529
uc1.$b251142	105460	5120
uiuo.ark+=13960=t03x8zk9m	48920	3404
